match_id,player1,player2,player1hand,player2hand
20120512-M-Madrid_Masters-SF-Tomas_Berdych-Juan_Martin_Del_Potro.html,Tomas Berdych,Juan Martin Del Potro,RH,RH
20120512-W-Madrid-F-Victoria_Azarenka-Serena_Williams.html,Victoria Azarenka,Serena Williams,RH,RH
20120516-M-Rome_Masters-R32-Roger_Federer-Carlos_Berlocq.html,Roger Federer,Carlos Berlocq,RH,RH
20120518-M-Rome_Masters-SF-David_Ferrer-Rafael_Nadal.html,David Ferrer,Rafael Nadal,RH,LH
20120519-M-Rome_Masters-F-Novak_Djokovic-Rafael_Nadal.html,Novak Djokovic,Rafael Nadal,RH,LH
20120519-M-Rome_Masters-SF-Roger_Federer-Novak_Djokovic.html,Roger Federer,Novak Djokovic,RH,RH
20120520-W-Rome-F-Na_Li-Maria_Sharapova.html,Na Li,Maria Sharapova,RH,RH
20120527-W-Brussels-F-Agnieszka_Radwanska-Simona_Halep.html,Agnieszka Radwanska,Simona Halep,RH,RH
20120604-M-Roland_Garros-R16-Stan_Wawrinka-Jo_Wilfried_Tsonga.html,Stan Wawrinka,Jo Wilfried Tsonga,RH,RH
20120606-M-Roland_Garros-SF-David_Ferrer-Rafael_Nadal.html,David Ferrer,Rafael Nadal,RH,LH
20120607-W-Roland_Garros-SF-Samantha_Stosur-Sara_Errani.html,Samantha Stosur,Sara Errani,RH,RH
20120608-M-Roland_Garros-F-Novak_Djokovic-Rafael_Nadal.html,Novak Djokovic,Rafael Nadal,RH,LH
20120608-M-Roland_Garros-SF-Novak_Djokovic-Roger_Federer.html,Novak Djokovic,Roger Federer,RH,RH
20120608-W-Roland_Garros-SF-Petra_Kvitova-Maria_Sharapova.html,Petra Kvitova,Maria Sharapova,LH,RH
20120610-W-Roland_Garros-F-Maria_Sharapova-Sara_Errani.html,Maria Sharapova,Sara Errani,RH,RH
20120617-M-Halle-F-Tommy_Haas-Roger_Federer.html,Tommy Haas,Roger Federer,RH,RH
20120623-W-Eastbourne-F-Angelique_Kerber-Tamira_Paszek.html,Angelique Kerber,Tamira Paszek,LH,RH
20120623-W-s_Hertogenbosch-F-Nadia_Petrova-Urszula_Radwanska.html,Nadia Petrova,Urszula Radwanska,RH,RH
20120628-M-Wimbledon-R64-Lukas_Rosol-Rafael_Nadal.html,Lukas Rosol,Rafael Nadal,RH,LH
20120630-W-Wimbledon-R32-Petra_Kvitova-Varvara_Lepchenko.html,Petra Kvitova,Varvara Lepchenko,LH,LH
20120630-W-Wimbledon-R32-Yaroslava_Shvedova-Sara_Errani.html,Yaroslava Shvedova,Sara Errani,RH,RH
20120702-W-Wimbledon-R16-Serena_Williams-Yaroslava_Shvedova.html,Serena Williams,Yaroslava Shvedova,RH,RH
20120703-W-Wimbledon-QF-Maria_Kirilenko-Agnieszka_Radwanska.html,Maria Kirilenko,Agnieszka Radwanska,RH,RH
20120703-W-Wimbledon-QF-Sabine_Lisicki-Angelique_Kerber.html,Sabine Lisicki,Angelique Kerber,RH,LH
20120705-W-Wimbledon-SF-Agnieszka_Radwanska-Angelique_Kerber.html,Agnieszka Radwanska,Angelique Kerber,RH,LH
20120705-W-Wimbledon-SF-Serena_Williams-Victoria_Azarenka.html,Serena Williams,Victoria Azarenka,RH,RH
